pmid,doctor
12149203,"['David A. Scheinberg', 'Steven M. Larson']"
12149204,"['Ching-Hon Pui', 'John T. Sandlund']"
12149226,"['Rafael Fonseca', 'Morie A. Gertz', 'S. Vincent Rajkumar']"
12149290,"['Harry W. Herr', 'Paul Russo']"
12149292,['Peter T. Scardino']
12149295,"['Thomas E. Merchant', 'Alberto S. Pappo']"
12149300,['Thomas E. Witzig']
12149301,['Jordan Berlin']
12149306,"['Eric P. Winer', 'Harold J. Burstein', 'Lori J. Goldstein', 'Stephen B. Edge']"
12149307,"['Eric P. Winer', 'Harold J. Burstein', 'David G. Pfister']"
12149456,['Charles L. Sawyers']
12149644,['Gabriel Lopez-Berestein']
12151149,['John O. Schorge']
12151346,['Christopher Logothetis']
12153163,['Hagop M. Kantarjian']
12153184,['Steven G. DuBois']
12154042,['Douglas Yee']
12161355,"['Hagop M. Kantarjian', 'Guillermo Garcia-Manero']"
12161751,['Charles L. Sawyers']
12162686,['Frederick G. Behm']
12162763,['Jeffrey Myers']
12162819,['Jack A. Roth']
12162911,['Martin S. Tallman']
12162914,['Mikkael A. Sekeres']
12163325,['Adam Brufsky']
12163360,['David G. Pfister']
12163369,['Charis Eng']
12163460,"['Ralph R. Weichselbaum', 'Mitchell C. Posner']"
12164555,['Gabriel N. Hortobagyi']
12165506,['Evan Hersh']
12165641,['Charles S. Fuchs']
12167579,['Kimberly J. Van Zee']
12167583,['Paul Russo']
12167786,['David H. Ilson']
12168084,['Baldassarre Stea']
12168088,['W. K. Alfred Yung']
12168962,"['Alexandra S. Heerdt', 'Kimberly J. Van Zee']"
12170085,['Marc Ladanyi']
12170773,"['Steven Grant', 'Roy H. Decker']"
12170776,['Jack A. Roth']
12170777,['Steven Grant']
12171425,['Susan B. LeGrand']
12171483,"['Yago Nieto', 'Elizabeth J. Shpall']"
12171876,"['Carol Aghajanian', 'Paul Sabbatini', 'David R. Spriggs']"
12171878,['Mark J. Ratain']
12171879,"['Weijing Sun', 'James Stevenson']"
12171886,['Howard I. Scher']
12171891,['Howard L. McLeod']
12171905,['Colin P.N. Dinney']
12172547,['Michelle M. Le Beau']
12172974,['Peter D. Cole']
12172976,"['Mark J. Ratain', 'Gini F. Fleming']"
12173037,"['Paul G. Richardson', 'Steven P. Treon']"
12173318,['Stephen B. Edge']
12173327,['Christopher W. Ryan']
12173328,"['Patricia Troncoso', 'Christopher Logothetis', 'Shi-Ming Tu']"
12173333,"['Srdan Verstovsek', 'Hagop M. Kantarjian']"
12173340,['Mark Bilsky']
12173345,['Hagop M. Kantarjian']
12173347,['Nai-Kong V. Cheung']
12173492,['George D. Demetri']
12173712,['Jeffrey Myers']
12173715,"['Morie A. Gertz', 'S. Vincent Rajkumar']"
12174634,['Peter T. Scardino']
12176867,['James D. Griffin']
12176876,"['Sergio Giralt', 'Hagop M. Kantarjian', 'Guillermo Garcia-Manero']"
12176882,['Joseph A. Sparano']
12176916,['Alan F. List']
12177096,"['Mark J. Ratain', 'George Wilding']"
12177113,['John Marshall']
12177606,['Michael A. Curran']
12181401,"['Annick D. Van Den Abbeele', 'George D. Demetri', 'Margaret von Mehren', 'Samuel Singer']"
12182973,['Thomas E. Merchant']
12182994,['Eduardo Bruera']
12183422,['Evanthia Galanis']
12184413,['Mitchell C. Posner']
12185297,['David S. Ettinger']
12185299,['Richard T. Penson']
12186216,['Peter Bach']
12187203,"['S. Machele Donat', 'Harry W. Herr']"
12187216,['Peter T. Scardino']
12187331,"['Christopher Logothetis', 'Kim-Anh Do']"
12188943,['Paul D. Brown']
12189205,['Howard I. Scher']
12191565,['Anjali S. Advani']
12192324,"['Jaffer A. Ajani', 'Jack A. Roth', 'Stephen Swisher']"
12192595,['Kenneth J. Pienta']
12193477,['Felipe Samaniego']
12194793,['Yuan Yuan']
12195305,"['Melissa M. Hudson', 'John T. Sandlund', 'Frederick G. Behm']"
12195643,['Charles S. Fuchs']
12195692,['Cary A. Presant']
12196213,"['Hagop M. Kantarjian', 'Guillermo Garcia-Manero']"
12196214,['Ching-Hon Pui']
12196274,['Monica Morrow']
12196278,['Heloisa P. Soares']
12196745,['Lynn D. Wilson']
12197215,"['Jan C. Buckner', 'Randolph Marks']"
12197224,['George P. Canellos']
12198634,['Mario A. Eisenberger']
12198635,['Katherine A. Harris']
12199627,['Jordan Berlin']
12200352,['Leslie L. Robison']
12200353,['Charles L. Sawyers']
12200376,['F. Stephen Hodi']
12201492,"['Henry C. Pitot', 'Steven R Alberts']"
12201495,"['Jacqueline Vuky', 'Robert J. Motzer']"
12201498,['Mitchell Machtay']
12201643,['Howard I. Scher']
12202663,"['Monica Morrow', 'Stephen B. Edge']"
12202666,"['Diane C. Bodurka', 'Patricia J. Eifel']"
12202668,['Larry Norton']
12202783,['Roy S. Herbst']
12202975,['Jaffer A. Ajani']
12203062,['Roderich E. Schwarz']
12203099,"['Khalid Matin', 'Candace S. Johnson']"
12203106,['Apostolia Maria Tsimberidou']
12203791,['Charles L. Sawyers']
12203792,['Charis Eng']
12204061,['Norman G. Rosenblum']
12204532,['Charles L. Sawyers']
12204533,['Howard I. Scher']
12206602,['Steven N. Hochwald']
12208747,['Sridhar Ramaswamy']
12208756,"['Paul G. Richardson', 'James D. Griffin']"
12208847,['Michelle M. Le Beau']
12208864,['Sridhar Ramaswamy']
12208894,['Charles S. Fuchs']
12209598,['Robert G. Maki']
12209664,['Kelly Hunt']
12209670,['Philip Agop Philip']
12209675,['James L. Abbruzzese']
12209680,['Kelly Hunt']
12209686,"['David J. Vaughn', 'George Wilding']"
12209692,['Ellin Berman']
12209697,['Hassane M. Zarour']
12209699,"['Shreyaskumar Patel', 'Kelly Hunt', 'Barry W. Feig']"
12209705,"['Sam S. Yoon', 'Kenneth Tanabe', 'Timothy M. Pawlik']"
12209710,['Jiping Wang']
12209712,['Stephen B. Edge']
12209714,['Gerard M. Doherty']
12209730,['Barry W. Feig']
12209733,['Hagop M. Kantarjian']
12209743,['Michael G. Haddock']
12209751,"['David A. Scheinberg', 'Martin S. Tallman', 'Matt E. Kalaycio']"
12209992,['Martine Extermann']
12210018,['Miguel A. Rodriguez-Bigas']
12210031,['Jaffer A. Ajani']
12210482,['Christopher Sweeney']
12210486,['David M. Peereboom']
12210929,['Douglas Yee']
12213576,['Richard J. Lee']
12214287,['Richard M. Stone']
12214291,['Jeffrey E. Lancet']
12214292,['Hagop M. Kantarjian']
12215091,['Vicente Valero']
12215248,['Eric P. Winer']
12216083,['Monica Morrow']
12216106,"['Nai-Kong V. Cheung', 'Brian H. Kushner']"
12218163,['Michael J. Mastrangelo']
12218588,['Thomas J. Smith']
12219004,['Andrew M. Lowy']
12219781,['Jeffrey Myers']
12223436,['Kelly Hunt']
12226014,['John C. Byrd']
12226754,['James L. Abbruzzese']
12228197,['David P. Ryan']
12228201,"['Roy S. Herbst', 'Patricia LoRusso']"
12228203,['Marc S. Ernstoff']
12228208,['Richard A. Larson']
12228209,"['Stephen M. Ansell', 'Thomas E. Witzig']"
12231058,['William K. Oh']
12231068,['Candace S. Johnson']
12231521,['Richard A. Larson']
12231522,"['George Wilding', 'Glenn Liu']"
12231542,['Jack A. Roth']
12231544,['Steven Grant']
12231545,['Stanton L. Gerson']
12231547,['Clinton F. Stewart']
12233924,"['Stephan Thome', 'Charles L. Loprinzi']"
12234168,['Arnold Freedman']
12234279,['Elaine Morgan']
12234701,['David S. Ettinger']
12234976,['Patrick Hwu']
12234991,"['Ravi Salgia', 'Bruce E. Johnson', 'Pasi A. Janne']"
12234993,"['Ingo K. Mellinghoff', 'Charles L. Sawyers']"
12235008,['Isaac Yi Kim']
12235222,['Eric P. Winer']
12237282,['Marcia S. Brose']
12237916,['Marshall R. Posner']
12237919,['David Schiff']
12237922,"['Bruce E. Johnson', 'Pasi A. Janne']"
12237926,['Vernon K. Sondak']
12237927,['Jonathan C. Trent']
12239148,"['Jeffrey E Rubnitz', 'Ching-Hon Pui', 'John T. Sandlund']"
12241110,['Jill Lacy']
12242449,['Patrick Hwu']
12242694,['Lisa Yee']
12242723,['Peter T. Scardino']
12243551,['Nabil F. Saba']
12243810,"['Steven E. Schild', 'Randolph Marks']"
12243812,['Jaffer A. Ajani']
12243982,"['Yesid Alvarado', 'Hagop M. Kantarjian']"
12269263,['Gabriel N. Hortobagyi']
12269451,['Philip L. McCarthy']
12269772,['Christopher Sweeney']
12296515,['Marc S. Ernstoff']
12324633,['Robert L. Coleman']
12325038,['Yu Chen']
12349881,['Cathy J Bradley']
12350366,['Ching-Hon Pui']
12351413,['Rafael Fonseca']
12351420,"['Charles L. Sawyers', 'Neal Rosen']"
12351569,['Charis Eng']
12351593,['Mitchell Machtay']
12351594,"['Oren Smaletz', 'Howard I. Scher']"
12351597,"['Deborah Schrag', 'Peter Bach']"
12352633,['Kenneth V. I. Rolston']
12353825,['Gabriel N. Hortobagyi']
12354363,['Shreyaskumar Patel']
12355576,['Bradley J. Monk']
12356141,['Miguel A. Rodriguez-Bigas']
12357306,"['Robert G. Maki', 'George D. Demetri', 'David P. Ryan']"
12358901,['Hagop M. Kantarjian']
12359762,"['Jerome Ritz', 'Edwin Alyea']"
12359763,['Michelle M. Le Beau']
12361242,['Ching-Hon Pui']
12363325,['Monica Morrow']
12363326,['Monica Morrow']
12364417,['David Walterhouse']
12365012,['Christopher Sweeney']
12365015,['Hagop M. Kantarjian']
12365021,['Paul A. Meyers']
12365028,['Leslie L. Robison']
12367795,"['Charles M. Rudin', 'Philip C. Hoffman', 'Everett E. Vokes', 'Ann Mauer']"
12368635,['Mitchell Machtay']
12368679,"['Sam S. Yoon', 'Kenneth Tanabe', 'Timothy M. Pawlik']"
12368681,"['Jose G. Guillem', 'Philip Paty']"
12368696,['Jeffrey E Rubnitz']
12370429,['Charis Eng']
12370531,['Steven N. Hochwald']
12370700,['Debu Tripathy']
12370753,"['Richard M. Stone', 'Richard A. Larson']"
12370825,['Kenneth Offit']
12374452,"['Richard E. Champlin', 'Borje Andersson', 'Paolo Anderlini']"
12374454,['Borje Andersson']
12374674,['Michael B. Atkins']
12374678,['Carol J. Fabian']
12374693,['Howard I. Scher']
12374696,['David Raben']
12374701,['Gabriel N. Hortobagyi']
12374981,['Kenneth J. Pienta']
12375635,['Vernon K. Sondak']
12375797,['Roy S. Herbst']
12376480,['Steven K. Clinton']
12376518,['Claudine Isaacs']
12376975,['Nai-Kong V. Cheung']
12377320,['Prajnan Das']
12377324,"['Steven E. Schild', 'William Wong', 'Michele Y. Halyard']"
12377332,['Kelly Hunt']
12377962,['Everett E. Vokes']
12377965,"['Jeffrey E Rubnitz', 'Ching-Hon Pui', 'Clinton F. Stewart']"
12378599,['Kevin C. Halling']
12379069,"['Sharon H. Giordano', 'Gabriel N. Hortobagyi']"
12379854,['Charis Eng']
12380945,['Karen Kelly']
12380948,['Howard I. Scher']
12381519,['Kenneth Tanabe']
12382190,"['Banu Arun', 'Gabriel N. Hortobagyi']"
12382194,"['Kenneth Offit', 'Mark E. Robson']"
12383896,['Howard Silberman']
12383904,"['Kelly Hunt', 'Barry W. Feig']"
12384400,['Paul G. Richardson']
12384435,"['Steven T. Rosen', 'Steven Grant']"
12384807,['Nai-Kong V. Cheung']
12386812,['Robert Winn']
12387652,"['Amar J. Gajjar', 'Jeffrey E Rubnitz', 'Ching-Hon Pui', 'John T. Sandlund']"
12388254,['Robert J. Canter']
12388647,['Clinton F. Stewart']
12389040,['Gina G. Chung']
12390358,"['Alexandra S. Heerdt', 'Kimberly J. Van Zee']"
12391285,['Robert Winn']
12391322,"['Paul G. Richardson', 'Steven P. Treon']"
12392638,['Suzanne George']
12393385,"['Hagop M. Kantarjian', 'Guillermo Garcia-Manero']"
12393420,['Arnold Freedman']
12393429,"['John C. Byrd', 'Richard A. Larson']"
12393484,"['Stephen J. Forman', 'Leslie Popplewell']"
12393493,"['Michael R. Grever', 'John C. Byrd']"
12393501,"['Rafael Fonseca', 'Shaji Kumar', 'Morie A. Gertz', 'Thomas E. Witzig', 'Martha Lacy', 'S. Vincent Rajkumar', 'Angela Dispenzieri']"
12393523,['James Downing']
12393530,"['Rafael Fonseca', 'Morie A. Gertz', 'Thomas E. Witzig', 'Martha Lacy', 'S. Vincent Rajkumar', 'Angela Dispenzieri']"
12393590,['Martin S. Tallman']
12393600,"['Hagop M. Kantarjian', 'Guillermo Garcia-Manero']"
12393618,"['Anas Younes', 'Fredrick B. Hagemeister']"
12393746,"['Richard M. Stone', 'John C. Byrd', 'Richard A. Larson']"
12393982,['James L. Abbruzzese']
12394172,['Jeffrey J. Molldrem']
12394697,['Peter T. Scardino']
12395331,['James L. Abbruzzese']
12397783,['Roderich E. Schwarz']
12399055,['Jose G. Guillem']
12399132,"['Valerie W. Rusch', 'Mark G. Kris', 'Mark Bilsky', 'Kenneth K. Ng']"
12400010,['Powel Brown']
12400593,['Morie A. Gertz']
12400601,['Apostolia Maria Tsimberidou']
12404273,['Gabriel N. Hortobagyi']
12404279,['William K. Oh']
12404286,"['Srdan Verstovsek', 'Hagop M. Kantarjian']"
12406091,['Arnold Freedman']
12406877,"['Drew M. Pardoll', 'Ivan Borrello']"
12407343,['Boris W. Kuvshinoff']
12407345,['Monica Morrow']
12407349,['Elizabeth A. Mittendorf']
12407509,['Shirish M. Gadgeel']
12407722,"['Paul F. Mansfield', 'Jaffer A. Ajani']"
12407733,['Ravi Salgia']
12408373,['Otis W. Brawley']
12408383,"['Valerie W. Rusch', 'Mark Bilsky']"
12409262,['Jack A. Roth']
12409330,"['Rafael Fonseca', 'Morie A. Gertz', 'Thomas E. Witzig', 'Martha Lacy', 'S. Vincent Rajkumar', 'Angela Dispenzieri']"
12409588,['Karen Kelly']
12409649,['Antonio C. Wolff']
12409664,"['Deborah Schrag', 'Jose G. Guillem', 'Peter Bach']"
12410573,['Robert Z. Orlowski']
12410583,['Michael Styler']
12411300,['Guillermo Garcia-Manero']
12411552,['Steven M. Larson']
12412158,"['Kelly Hunt', 'Barry W. Feig']"
12412795,['Gerard M. Doherty']
12412821,['Patricia LoRusso']
12413937,['Stephen C. Rubin']
12414507,['Marc Ladanyi']
12414626,['George Wilding']
12414661,"['Ravi Salgia', 'Bruce E. Johnson']"
12414664,['Frank A. Sinicrope']
12415288,['Patrick Hwu']
12415690,['Ravi Salgia']
12416894,"['Ariela Noy', 'Craig H. Moskowitz']"
12416895,"['Anas Younes', 'Luis Fayad']"
12416897,"['George D. Demetri', 'Charles S. Fuchs', 'David P. Ryan']"
12417504,['Craig L. Slingluff']
12417508,['Richard D. Schulick']
12417515,"['Gabriel N. Hortobagyi', 'Kelly Hunt']"
12417757,"['Lucy A. Godley', 'Richard A. Larson', 'Michelle M. Le Beau']"
12418055,['Robert J. Canter']
12418058,['Weijing Sun']
12418463,['Charles L. Sawyers']
12420218,['John Marshall']
12422310,['Roy S. Herbst']
12422311,['James L. Abbruzzese']
12424195,['Marcel R. M. Van Den Brink']
12424198,['Paul G. Richardson']
12424328,['Steven K. Clinton']
12424855,['Mitchell C. Posner']
12429291,['Kenneth J. Pienta']
12429307,['Harry W. Herr']
12429311,['Patricia Troncoso']
12429338,['Jeffrey R. Gingrich']
12429618,['John O. Schorge']
12429622,"['Sharon H. Giordano', 'Gabriel N. Hortobagyi', 'Vicente Valero', 'Nuhad K. Ibrahim']"
12429628,"['Gabriel N. Hortobagyi', 'Nuhad K. Ibrahim']"
12429651,['Colin P.N. Dinney']
12429655,"['James L. Abbruzzese', 'Jason B. Fleming']"
12429924,['Steven Grant']
12429947,['Steven Grant']
12430147,['Stephen M. Hahn']
12430930,['Stephen J. Forman']
12431169,['John A. Ridge']
12431828,['Martin Edelman']
12431963,['Robert Z. Orlowski']
12431972,['Mark J. Ratain']
12431973,['Wendy Y. Chen']
12431974,['Leslie L. Robison']
12432043,"['Isabelle Bedrosian', 'Gabriel N. Hortobagyi']"
12432241,['Marc Ladanyi']
12432271,['Steven Grant']
12433602,['Howard Silberman']
12433678,['Steven P. Treon']
12433706,['Charles S. Fuchs']
12433728,['Thomas E. Witzig']
12434950,"['Sergio Giralt', 'Issa F. Khouri', 'Borje Andersson', 'Paolo Anderlini', 'Naoto T. Ueno']"
12435216,['Wendy Y. Chen']
12435294,"['Gabriel N. Hortobagyi', 'Vicente Valero']"
12435856,['Jack A. Roth']
12436432,['Kelly Hunt']
12436452,['Leslie L. Robison']
12437642,"['Rafael Fonseca', 'Shaji Kumar', 'Morie A. Gertz', 'Thomas E. Witzig', 'Martha Lacy', 'S. Vincent Rajkumar', 'Angela Dispenzieri']"
12438218,['Powel Brown']
12438263,['Suzanne Shusterman']
12438265,['Michael DiGiovanna']
12438271,['Naoto T. Ueno']
12438630,['Shiyu Song']
12439220,"['Ching-Hon Pui', 'Frederick G. Behm']"
12439592,['Heinz-Josef Lenz']
12439600,['Ralph R. Weichselbaum']
12439601,"['Ching-Hon Pui', 'John T. Sandlund']"
12439752,"['Jack A. Roth', 'Kelly Hunt']"
12439915,['Yuan Yuan']
12440223,['John Marshall']
12442346,['Alejandra T. Perez']
12442347,['Grace K. Dy']
12443879,['Francine M. Foss']
12444079,['Charles Roberts']
12444803,['Vernon K. Sondak']
12445678,['Roderich E. Schwarz']
12446420,['Hagop M. Kantarjian']
12446423,['Ching-Hon Pui']
12446424,['John C. Byrd']
12446427,['Francine M. Foss']
12446428,['John T. Sandlund']
12446458,"['Kim-Anh Do', 'Hagop M. Kantarjian']"
12447845,['Martin S. Tallman']
12447847,['Martin S. Tallman']
12447849,['David J. Straus']
12448654,"['George Wilding', 'Daniel Mulkerin', 'Jordan Berlin']"
12448655,['Lorna Rodriguez-Rodriguez']
12448660,['James L. Abbruzzese']
12448661,['George Wilding']
12449721,['Stuart M. Lichtman']
12449735,"['Jedd D. Wolchok', 'Miguel-Angel Perales']"
12450422,['Gina G. Chung']
12450559,['Anne M. Traynor']
12450787,['David Euhus']
12450796,['Charles Roberts']
12451473,['George Wilding']
12452449,['Gabriel N. Hortobagyi']
12452452,"['Leisha A. Emens', 'John H. Fetting']"
12453205,['Elaine Morgan']
12453317,['Gerold Bepler']
12453881,['Martha Lacy']
12454107,['Stephen E. Sallan']
12454112,"['Matthew T. Ballo', 'Paul F. Mansfield', 'Jeffrey E. Gershenwald', 'Kevin Kim']"
12454598,"['Steven R. Patierno', 'Henry Brem']"
12454816,['Howard L. McLeod']
12455028,['Jack A. Roth']
12456505,['Richard E. Champlin']
12457438,['Shreyaskumar Patel']
12459350,['Mitchell Machtay']
12459622,['Marc Ladanyi']
12460901,['Courtney L. Scaife']
12460918,"['Marcia S. Brose', 'Jack A. Roth']"
12460919,['Matthew Meyerson']
12462959,['Ana Maria Lopez']
12464586,"['Leonard B. Saltz', 'David H. Ilson', 'Jose G. Guillem', 'Philip Paty']"
12464590,['Monica Morrow']
12464649,"['Claudine Isaacs', 'Kenneth Offit', 'Fergus Couch']"
12465754,['Candace S. Johnson']
12466143,['Stephen C. Rubin']
12467056,['Stephen B. Edge']
12467057,['Michael S. Simon']
12467070,"['Donald W. Northfelt', 'Gabriel Lopez-Berestein', 'Parkash S. Gill']"
12467212,['Kevin Kim']
12467221,['Steven Grant']
12468157,['Michael S. Simon']
12468174,['Bradley J. Monk']
12468327,"['Mario M. Leitao', 'Yukio Sonoda']"
12468332,['Gloria S. Huang']
12468335,['Christina Chu']
12468336,['John P. Fruehauf']
12468338,['Setsuko K. Chambers']
12468344,['Bradley J. Monk']
12468351,['Michael G. Haddock']
12468352,['Diane C. Bodurka']
12468353,"['Robert L. Coleman', 'Linda R. Duska', 'John O. Schorge']"
12468354,"['Mark Bilsky', 'Carol Aghajanian', 'Dennis Chi']"
12468355,"['Paul Sabbatini', 'William R. Jarnagin', 'Dennis Chi']"
12468399,['James M. Foran']
12468436,['Martin S. Tallman']
12469233,"['Alberto S. Pappo', 'James Downing']"
12469764,['Richard M. Stone']
12472107,['Anthony Lucci']
12472596,"['Sergio Giralt', 'Philip L. McCarthy']"
12473574,['Kelvin Lee']
12473577,"['James L. Abbruzzese', 'Renato Lenzi']"
12473581,"['Mark J. Ratain', 'Gini F. Fleming']"
12473589,['Kenneth Offit']
12473594,['Kenneth Offit']
12473598,['Philip Paty']
12473602,['Howard I. Scher']
12473611,"['Thomas E. Witzig', 'S. Vincent Rajkumar']"
12474140,['Charis Eng']
12474528,['Paul Russo']
12474529,['Peter T. Scardino']
12475584,['Setsuko K. Chambers']
12475658,"['Robert J. Motzer', 'Paul Russo']"
12475686,['Michael J. Morris']
12476429,['Randolph Marks']
12477451,"['John P. Fruehauf', 'Bradley J. Monk']"
12477996,['Jan C. Buckner']
12478130,"['S. Machele Donat', 'Harry W. Herr', 'Paul Russo']"
12478658,['Yu Chen']
12478681,['John O. Schorge']
12479018,['Jun Luo']
12479219,['Roy S. Herbst']
12479269,['Karen E. Knudsen']
12479366,['Richard J. Lee']
12479498,['Cathy J Bradley']
12479701,['Jack A. Roth']
12479703,['Steven T. Rosen']
12479820,['Thomas Gajewski']
12479850,['Stanton L. Gerson']
12480189,['Frank V. Fossella']
12480192,['Everett E. Vokes']
12481157,['Tian Zhang']
12483413,['Steven M. Larson']
12483526,['Stanton L. Gerson']
12487058,['Jeffrey R. Gingrich']
12488412,['Leonard B. Saltz']
12488556,['Steven Grant']
12489273,['Ernest Hawk']
12490079,['Steven I. Sherman']
12490080,['Charis Eng']
12490740,"['George D. Demetri', 'David P. Ryan']"
12490741,['George H. Perkins']
12491078,"['Jaffer A. Ajani', 'James C. Yao']"
12491489,['George H. Perkins']
12491499,['Jeffrey Myers']
12491512,['Alessandra Ferrajoli']
12491516,"['Charles S. Fuchs', 'M Dror Michaelson', 'David P. Ryan']"
12491519,"['Paul A. Meyers', 'Leonard H. Wexler']"
12491520,['Vernon K. Sondak']
12493147,['Eric L. Chang']
12493153,['Edith A. Perez']
12496046,['Michael S. Simon']
12496047,['Kenneth Offit']
12496050,['Douglas Yee']
12496764,"['Patricia Troncoso', 'Christopher Logothetis', 'Kim-Anh Do']"
12497211,"['Yesid Alvarado', 'Guillermo Garcia-Manero']"
12498712,['James Downing']
12499268,['Robert C. Bast']
12499295,['James Downing']
12500854,['Nikhil I. Khushalani']
12500855,"['Gabriel N. Hortobagyi', 'Vicente Valero', 'Lajos Pusztai']"
12501170,['Nikhil I. Khushalani']
12504034,"['Anas Younes', 'Fredrick B. Hagemeister', 'Luis Fayad']"
12504627,['Michael Carney']
12504629,"['Christina Chu', 'Stephen C. Rubin']"
12504632,['Robert C. Bast']
12505260,"['Sobha Kurian', 'Thomas F. Hogan']"
12505559,['Ana Maria Lopez']
12506163,['Gina R. Petroni']
12506169,"['Eric P. Winer', 'Harold J. Burstein', 'Craig A. Bunnell', 'Virginia F. Borges', 'Raquel Nunes', 'Irene Kuter']"
12506180,['Tomasz M. Beer']
12507116,['Andrew E. Sloan']
12507203,['Jose G. Guillem']
12507208,['Leonard B. Saltz']
12508350,['Yuan Yuan']
12509090,['Bradley J. Monk']
12509800,['Leonard H. Wexler']
12513914,['David T. Scadden']
12513961,['Richard J. Bleicher']
