pmid,doctor
23649190,['Wendy Y. Chen']
23649438,['Frank C. Detterbeck']
23649440,['Frank C. Detterbeck']
23649445,['Frank C. Detterbeck']
23649447,['Frank C. Detterbeck']
23649448,['Steven E. Schild']
23649455,"['Peter Bach', 'Frank C. Detterbeck']"
23649466,['Tobias Neff']
23649527,['Sam S. Yoon']
23650262,['Shridar Ganesan']
23650412,['Edith A. Perez']
23650416,['Roohi Ismail-Khan']
23650422,"['Ching-Hon Pui', 'John T. Sandlund']"
23650424,['Richard M. Stone']
23651635,['Ralph R. Weichselbaum']
23651666,['Kala Visvanathan']
23651926,"['Toni K. Choueiri', 'Paul L. Nguyen', 'Karen E. Hoffman']"
23652380,"['Debu Tripathy', 'Adam Brufsky']"
23652852,['Dennis Chi']
23653147,"['Afshin Dowlati', 'Vincent Chung', 'Heinz-Josef Lenz', 'Daniel Mulkerin', 'Patricia LoRusso']"
23653149,['Craig L. Slingluff']
23653207,['Kenneth J. Pienta']
23653243,"['Steven M. Larson', 'Howard I. Scher', 'Michael J. Morris', 'Susan F. Slovin']"
23657083,"['John Marshall', 'Mebea Aklilu']"
23657171,['Christina Chu']
23657629,"['Craig L. Slingluff', 'Gina R. Petroni']"
23657686,"['Theodore S. Hong', 'Jill N. Allen', 'David P. Ryan', 'Andrew X. Zhu']"
23657789,"['Frank A. Sinicrope', 'Steven R Alberts']"
23658823,['Sumanta K. Pal']
23659568,"['T. Peter Kingham', 'William R. Jarnagin']"
23659580,['Sonali M. Smith']
23659969,['Lia Gore']
23659971,"['Hossein Borghaei', 'Lubomir Sokol', 'Luis Fayad']"
23660172,"['Philip L. McCarthy', 'Navneet S. Majhail']"
23660522,['Rogerio Lilenbaum']
23660867,['Stuart H. Packer']
23660948,['Wendy Y. Chen']
23661648,['Steven Grant']
23661716,['Sai-Hong Ignatius Ou']
23663229,"['Rachel A. Freedman', 'Eric P. Winer']"
23664026,['Steven P. Treon']
23664027,['Steven P. Treon']
23664431,['Martin McCarter']
23664839,['Virginia F. Borges']
23665272,['William K. Oh']
23665400,['Harry W. Herr']
23666043,"['Ching-Hon Pui', 'Melissa M. Hudson']"
23666473,"['Jonathan C. Trent', 'Breelyn A. Wilky']"
23666534,['Craig L. Slingluff']
23667174,['Jun Luo']
23667203,"['Marwan Fakih', 'Peter C. Enzinger', 'Charles S. Fuchs', 'David P. Ryan']"
23667204,"['Marwan Fakih', 'David H. Ilson', 'Prajnan Das', 'Jaffer A. Ajani', 'Charles S. Fuchs']"
23667206,"['Hossein Borghaei', 'Gregory J. Riely', 'Mark G. Kris', 'Todd L. Demmy', 'David S. Ettinger', 'Stefan C. Grant']"
23667209,"['Sumanta K. Pal', 'Elizabeth R. Plimack', 'Neeraj Agarwal', 'Harry W. Herr', 'Mario A. Eisenberger']"
23667210,['Lance C. Pagliaro']
23667241,['Parkash S. Gill']
23668362,['Elizabeth A. Mittendorf']
23669149,['Thomas J Pugh']
23669224,['Alok A. Khorana']
23669308,['Lisa Diamond']
23669443,['Robert C. Bast']
23670029,"['David S. Hong', 'Jennifer J. Wheler']"
23671647,['Mark J. Ratain']
23672746,['Alexander J. Lazar']
23673510,"['Elias Obeid', 'Rita Nanda']"
23673766,"['Luis A. Diaz', 'Timothy M. Pawlik', 'Richard D. Schulick']"
23674262,"['Fadlo Raja Khuri', 'Nabil F. Saba']"
23674270,['Stephen B. Edge']
23674495,['Gordon J. Freeman']
23675612,['Nizar M. Tannir']
23675690,['Steven K. Clinton']
23675882,['Robert L. Coleman']
23676344,['Marwan Fakih']
23676461,['Marcel R. M. Van Den Brink']
23676502,['Marina Konopleva']
23676510,"['Gabriel N. Hortobagyi', 'Vicente Valero']"
23677397,['Yu Chen']
23677874,['Melissa M. Hudson']
23678006,['Lia Gore']
23680111,['Steven E. Schild']
23680310,['Harry W. Herr']
23680713,['Barbara Burtness']
23681403,"['Rachel A. Freedman', 'Eric P. Winer']"
23681603,['Jedd D. Wolchok']
23684422,['Toni K. Choueiri']
23684509,['Bharat N. Nathwani']
23685012,"['Lois M. Ramondetta', 'Diane C. Bodurka']"
23685020,['Guru Sonpavde']
23685749,['Luc Morris']
23686101,"['Monica Morrow', 'Alice Y. Ho']"
23686298,['David A. Reardon']
23686402,"['Bhuvaneswari Ramaswamy', 'Robert Wesolowski']"
23686416,['Douglas Yee']
23686837,['Samuel Chung']
23687089,['Martin S. Tallman']
23687346,['Akash Patnaik']
23687784,['Leisha A. Emens']
23688786,['Brian J. Czerniecki']
23688815,['Joe Y. Chang']
23689692,['Alexander J. Lazar']
23689844,['Ronald C. Chen']
23689935,['Steven J. Isakoff']
23690142,['Banu Arun']
23690408,['S. Vincent Rajkumar']
23690411,['Ching-Hon Pui']
23690416,"['Alberto Chiappori', 'Gerold Bepler']"
23690420,"['Eric P. Winer', 'Kevin S. Hughes']"
23692593,['Samuel R. Denmeade']
23692655,['Leslie L. Robison']
23692856,"['Matthew J. Matasar', 'Craig H. Moskowitz', 'Maria Alma Rodriguez', 'Luis Fayad']"
23692961,"['Martin R. Weiser', 'Leonard B. Saltz', 'Jose G. Guillem', 'Philip Paty']"
23694985,['Yukio Sonoda']
23695169,['Martin Edelman']
23695440,['Barbara A. Pockaj']
23696076,['Jeffrey Myers']
23696129,"['Sumanta K. Pal', 'Toni K. Choueiri', 'Neeraj Agarwal']"
23696192,['Kenneth J. Pienta']
23696215,['Roderich E. Schwarz']
23696520,['John A. Ridge']
23696816,['Nai-Kong V. Cheung']
23696899,['Hidayatullah G. Munshi']
23697602,['Abenaa M. Brewster']
23699996,['William R. Jarnagin']
23700287,['Mario E. Lacouture']
23700288,"['Richard M. Stone', 'Olatoyosi Odenike', 'Richard A. Larson']"
23701126,['Thomas A. Aloia']
23701522,['Banu Arun']
23701942,['Leisha A. Emens']
23702928,['Nai-Kong V. Cheung']
23704207,"['Randolph Marks', 'Joe Y. Chang', 'Jack A. Roth', 'Charles Lu']"
23704231,['Keith Flaherty']
23704234,['Anthony J. Olszanski']
23704240,['Jeremy S. Abramson']
23704246,['Toni K. Choueiri']
23704249,['Robert I. Haddad']
23704278,['Ajay Goel']
23704319,['Ajay Goel']
23705932,['Neil M. Iyengar']
23706170,['Dineo Khabele']
23706260,"['Jeffrey M. Farma', 'Smit Singla']"
23706570,['Craig H. Moskowitz']
23707221,"['Darren R. Feldman', 'Robert J. Motzer']"
23707670,['Robert C. Bast']
23707855,['Sarah E. Hoffe']
23709298,['Charis Eng']
23709367,['Steven N. Hochwald']
23709419,['Gregory J. Riely']
23709751,['F. Stephen Hodi']
23710608,['Jue Wang']
23711263,['Anees B. Chagpar']
23711538,['Harry W. Herr']
23712190,['Vernon K. Sondak']
23712328,['Heinz-Josef Lenz']
23714108,['Yuan Yuan']
23714443,['Erica L. Mayer']
23714445,['Joseph A. Sparano']
23714449,['Paul E. Goss']
23714453,['Neil M. Iyengar']
23714455,['Jennifer A. Ligibel']
23714457,['Alice Y. Ho']
23714459,['Stephen R. Grobmyer']
23714462,['Paul B. Chapman']
23714465,['Stephen M. Ansell']
23714467,['Carol J. Fabian']
23714472,['Anas Younes']
23714474,['Scott Kopetz']
23714491,['Blase N. Polite']
23714494,['Paul L. Nguyen']
23714504,['Heidi D. Klepin']
23714512,['Robert I. Haddad']
23714515,"['Antonio Jimeno', 'Tanguy Y. Seiwert']"
23714518,['David Raben']
23714521,['Howard West']
23714524,['Anjali S. Advani']
23714528,['Charles M. Rudin']
23714530,['Robert Z. Orlowski']
23714536,"['Vernon K. Sondak', 'Jeffrey E. Gershenwald']"
23714556,['Christopher W. Ryan']
23714705,['Suzanne George']
23714706,"['William P. Tew', 'Mario M. Leitao', 'Yukio Sonoda', 'Dennis Chi']"
23714732,['Howard I. Scher']
23715079,['Kevin C. Halling']
23715154,['Pasi A. Janne']
23715164,['Marc Ladanyi']
23715301,"['Steven E. Schild', 'Everett E. Vokes']"
23715573,"['Philip L. McCarthy', 'Navneet S. Majhail']"
23715582,['George D. Demetri']
23715646,"['Jaffer A. Ajani', 'Stephen Swisher']"
23716015,"['F. Stephen Hodi', ""Sandra P. D'Angelo"", 'Paul B. Chapman', 'Jedd D. Wolchok', 'Keith Flaherty', 'Donald P. Lawrence']"
23716468,['Panagiotis A. Konstantinopoulos']
23716470,['Ronald C. Chen']
23716545,['Rafael Fonseca']
23717541,['Katherine A. Janeway']
23717691,"['Karen L. Reckamp', 'Sumanta K. Pal']"
23718298,['Jaffer A. Ajani']
23718309,['Guru Sonpavde']
23719261,"['Lisa K. Jacobs', 'Vered Stearns']"
23719297,['Elizabeth J. Shpall']
23719718,['Smitha S. Krishnamurthi']
23719932,"['Todd L. Demmy', 'Usha Malhotra']"
23719969,"['Mary-Ellen Taplin', 'Christopher Sweeney', 'Mark Pomerantz']"
23720056,['Dineo Khabele']
23720070,['Monica Morrow']
23720073,"['Elizabeth A. Mittendorf', 'Kelly Hunt', 'Karen E. Hoffman']"
23720093,['Stephen M. Hahn']
23720126,['Ann Klopp']
23720361,['Daniel A. Mulrooney']
23720754,['Han Xiao']
23721245,['Charles Lu']
23721511,['Kelvin Lee']
23721559,"['Ravi Salgia', 'Parkash S. Gill']"
23721958,['Howard I. Scher']
23722880,['Steven M. Larson']
23723332,['Eduardo Bruera']
23724109,['Jaffer A. Ajani']
23724141,['Frank A. Sinicrope']
23724846,"['F. Stephen Hodi', 'Jedd D. Wolchok']"
23724867,"['Alexander M. Lesokhin', 'Jedd D. Wolchok', 'Mario Sznol']"
23724913,"['Pasi A. Janne', 'Gregory J. Riely', 'D. Ross Camidge']"
23724914,['Mark M. Awad']
23725032,"['William G. Wierda', 'Alessandra Ferrajoli']"
23725219,['Anas Younes']
23725233,"['Kenneth H. Yu', 'Ghassan K. Abou-Alfa']"
23725359,['Jennifer Elston Lafata']
23725711,['Ghassan K. Abou-Alfa']
23726226,"['Yuan Yuan', 'John C. Byrd']"
23726821,['Charles S. Fuchs']
23727860,['Akash Patnaik']
23728919,['Anne M. Traynor']
23729361,"['Sai-Hong Ignatius Ou', 'Mark M. Awad', 'Gregory J. Riely', 'Marc Ladanyi']"
23729478,['Luis A. Diaz']
23731273,['Steven I. Sherman']
23731854,"['Ahmad A. Tarhini', 'Igor Puzanov', 'Thomas Gajewski']"
23732589,['Stephen M. Hahn']
23733001,"['Muzaffar H. Qazilbash', 'Partow Kebriaei', 'Robert Z. Orlowski', 'Elizabeth J. Shpall']"
23733015,['Marc Ladanyi']
23733178,['Bonnie S. Glisson']
23733618,"['Jennifer A. Chan', 'David P. Ryan', 'Andrew X. Zhu']"
23733752,['Marcel R. M. Van Den Brink']
23733753,"['Deborah Schrag', 'Mark G. Kris', 'Howard I. Scher']"
23733765,"['Jeffrey A. Meyerhardt', 'Leonard B. Saltz']"
23733768,"['Deborah Schrag', 'Jennifer W. Mack']"
23734620,['Salma K. Jabbour']
23734654,['Jeremy S. Abramson']
23735514,['Kevin Kim']
23735704,['Gabriel N. Hortobagyi']
23735945,['Naoto T. Ueno']
23736258,['Haider Mahdi']
23737027,['Stephen B. Edge']
23739064,['Charles M. Rudin']
23740344,['Charis Eng']
23740935,['Jacqueline Vuky']
23740984,"['Funda Meric-Bernstam', 'Nizar M. Tannir']"
23741006,['Marina Konopleva']
23741071,"['Hedy L. Kindler', 'Charles S. Fuchs']"
23741308,['Rinath Jeselsohn']
23742036,['Ghassan K. Abou-Alfa']
23742290,['Steven M. Larson']
23743568,['F. Stephen Hodi']
23743569,"['Kimmie Ng', 'Charles S. Fuchs', 'David P. Ryan']"
23744583,"['Gregory T. Armstrong', 'Ching-Hon Pui', 'Melissa M. Hudson', 'Leslie L. Robison']"
23744760,"['Alvaro Moreno-Aspitia', 'Edith A. Perez']"
23744864,"['Hossein Borghaei', 'Gregory J. Riely', 'Mark G. Kris', 'Todd L. Demmy', 'David S. Ettinger', 'Stefan C. Grant']"
23744866,['Antonio C. Wolff']
23744867,['Vernon K. Sondak']
23744868,"['Margaret von Mehren', 'Victor M. Santana']"
23745033,['Roderich E. Schwarz']
23747223,['Thomas J Pugh']
23747329,['John O. Schorge']
23748483,"['Charles L. Loprinzi', 'Michael G. Haddock']"
23748484,['Mark Kozloff']
23748485,"['Bhuvaneswari Ramaswamy', 'Robert Wesolowski', 'Maryam B. Lustberg', 'Rachel M. Layman']"
23748606,"['T. Peter Kingham', 'William R. Jarnagin']"
23748834,['Ravi Salgia']
23749498,['Sarah E. Hoffe']
23749720,"['Partow Kebriaei', 'Paolo Anderlini', 'Yago Nieto']"
23749746,['Edwin Choy']
23749868,['Kala Visvanathan']
23750652,['Cristiane Takita']
23750791,"['Patrick Y. Wen', 'David A. Reardon']"
23751800,['Ghassan K. Abou-Alfa']
23751996,['Han Xiao']
23752109,"['Eric P. Winer', 'Ann H. Partridge']"
23752227,['Jedd D. Wolchok']
23752305,"['Anthony Lucci', 'Jeffrey E. Gershenwald']"
23752995,['Karen E. Knudsen']
23754191,['Andrew X. Zhu']
23755096,['Debu Tripathy']
23756764,['David S. Hong']
23757085,"['Daniel M. Green', 'Gregory T. Armstrong', 'Daniel A. Mulrooney', 'Melissa M. Hudson', 'Leslie L. Robison']"
23757319,"['Thomas W. Flaig', 'Rupa Narayan']"
23757354,['Adam Brufsky']
23757356,"['Wells A. Messersmith', 'Todd Pitts', 'Robert Winn']"
23757357,"['Geoffrey Shapiro', 'Thomas A. Samuel']"
23758893,['Michael J. McNamara']
23758948,['Ajay Goel']
23759327,['Jun Luo']
23759328,['Isaac Yi Kim']
23759932,['Grzegorz S. Nowakowski']
23760490,['Anne M. Traynor']
23760588,['Sam S. Yoon']
23760779,"['Elias Jabbour', 'Guillermo Garcia-Manero']"
23760811,"['Ching-Hon Pui', 'John T. Sandlund']"
23760856,['Michael S. Simon']
23760948,['Marilyn Huang']
23761168,['Hidayatullah G. Munshi']
23761272,['Michael Carney']
23761508,['Rogerio Lilenbaum']
23762318,['Yuan Yuan']
23762417,"['Phuoc T. Tran', 'Timothy M. Pawlik']"
23763620,['Vernon K. Sondak']
23763884,['Ronald C. Chen']
23763886,['Karen E. Hoffman']
23763889,['Paul L. Nguyen']
23763915,"['Farhad Ravandi', 'Elias Jabbour', 'Guillermo Garcia-Manero']"
23763918,['Elias Jabbour']
23763920,"['Eunice S. Wang', 'Hagop M. Kantarjian']"
23763994,['Matthew Meyerson']
23764000,['Rinath Jeselsohn']
23764004,['Thomas E. Witzig']
23764074,['Toni K. Choueiri']
23764426,['Matthew P. Goetz']
23765086,['Wendy Y. Chen']
23765207,['Kathleen N. Moore']
23765208,"['William P. Tew', 'Stuart M. Lichtman', 'Heidi D. Klepin']"
23765406,['Elizabeth A. Blair']
23765416,"['Sam S. Yoon', 'Theodore S. Hong']"
23765427,['Thomas A. Aloia']
23765638,"['Steven M. Larson', 'Howard I. Scher', 'Michael J. Morris', 'Susan F. Slovin']"
23765910,"['Michael P. La Quaglia', 'Paul A. Meyers', 'Leonard H. Wexler']"
23768020,['Kala Visvanathan']
23768638,['Basem M. William']
23768640,['Francine M. Foss']
23768930,"['Martin S. Tallman', 'Sonia Sandhu', 'Eytan Stein']"
23769669,"['Sergio Giralt', 'Muzaffar H. Qazilbash', 'Richard E. Champlin', 'Farhad Ravandi']"
23769670,['Mario E. Lacouture']
23769695,['Stephen M. Ansell']
23769825,['Paul L. Nguyen']
23770013,['David T. Scadden']
23770605,"['Timothy Call', 'Kenneth Offit', 'Tait D. Shanafelt']"
23770606,['John Marshall']
23770775,['Aaron Rapoport']
23770823,['Keith Flaherty']
23771246,"['T. Peter Kingham', 'Philip Paty', 'William R. Jarnagin']"
23771519,['Shirish M. Gadgeel']
23771655,['Jue Wang']
23771715,"['Tian Zhang', 'Jeffrey M. Peppercorn']"
23771732,['Stephen B. Edge']
23772560,"['F. Stephen Hodi', 'Jedd D. Wolchok']"
23773106,['David S. Ettinger']
23773299,['Michael S. Simon']
23773391,"['Ross C. Donehower', 'Timothy M. Pawlik', 'Richard D. Schulick']"
23773392,"['Benjamin D. Smith', 'Sharon H. Giordano']"
23773453,['Basem M. William']
23773454,['Farhad Ravandi']
23773459,['Jordan Berlin']
23773867,['Stephen M. Ansell']
23774146,['Oliver Zivanovic']
23774171,['Luis Fayad']
23774174,['Kevin C. Halling']
23774211,['Jack A. Roth']
23774213,['Tianhong Li']
23774300,['Mario M. Leitao']
23774827,['F. Stephen Hodi']
23775032,['Jessica Hwang']
23775410,"['Robert G. Maki', 'Samuel Singer']"
23775486,"['Geoffrey Shapiro', 'Seth M. Cohen', 'Heinz-Josef Lenz']"
23775560,['Edith A. Perez']
23775587,"['Issa F. Khouri', 'Stefan O. Ciurea', 'Paolo Anderlini']"
23775806,['Robert I. Haddad']
23775832,"['Ching-Hon Pui', 'Melissa M. Hudson', 'Leslie L. Robison']"
23775958,['Deborah Schrag']
23775961,['Rogerio Lilenbaum']
23775962,"['Annick D. Van Den Abbeele', 'George D. Demetri', 'F. Stephen Hodi', 'Marc S. Ernstoff', 'Thomas Gajewski', 'Kevin Kim', 'Keith Flaherty']"
23776098,"['James L. Abbruzzese', 'Ernest Hawk']"
23776163,['Daniel M. Green']
23776447,"['James L. Abbruzzese', 'Michael J. Overman', 'Scott Kopetz']"
23777764,['Hagop M. Kantarjian']
23780638,['Timothy M. Pawlik']
23780727,"['Sabin B. Motwani', 'Lynn D. Wilson']"
23782079,['Steven Gore']
23782157,"['Michael Wang', 'Michael E. Williams']"
23782158,"['John C. Byrd', 'William G. Wierda']"
23782351,"['T. Peter Kingham', 'William R. Jarnagin']"
23782400,"['T. Peter Kingham', 'William R. Jarnagin']"
23782473,['Yuan Yuan']
23782682,['Eric S. Winer']
23783881,['Christopher G. Wood']
23784627,['Steven Grant']
23784838,['Darren R. Feldman']
23784886,['Jeffrey Myers']
23784973,['Morie A. Gertz']
23785116,['Charles S. Fuchs']
23785174,['Tanya B. Dorff']
23786456,['Lode J. Swinnen']
23786770,"['Robert I. Haddad', 'Matthew Meyerson']"
23786844,"['Paul G. Richardson', 'Martha Lacy']"
23787122,['Paul G. Richardson']
23787800,"['Bruce E. Johnson', 'Pasi A. Janne']"
23788674,['Charles S. Fuchs']
23788721,['Yukio Sonoda']
23789686,['Michael P. La Quaglia']
23789697,['Stephen Swisher']
23789698,"['Bruce E. Johnson', 'Pasi A. Janne']"
23790799,['Hagop M. Kantarjian']
23791403,['Anees B. Chagpar']
23791535,['Steven N. Hochwald']
23791626,"['Philippe Armand', 'Edwin Alyea', 'Karen K. Ballen']"
23791827,['Kathleen N. Moore']
23792270,"['Shaji Kumar', 'Martha Lacy', 'Angela Dispenzieri']"
23792568,['Mhd Yaser Al-Marrawi']
23792592,['Ashish M. Kamat']
23792636,"['Ravi Salgia', 'Everett E. Vokes']"
23793524,['Matthew H. G. Katz']
23794300,['Yu Chen']
23796202,['Ashish M. Kamat']
23796203,['Ashish M. Kamat']
23796205,['Ashish M. Kamat']
23796952,"['Scott Kopetz', 'Imad Shureiqi', 'Guillermo Garcia-Manero']"
23796992,['Daniel A. Mulrooney']
23797228,['Suzanne Shusterman']
23797725,['Andrew J. Wagner']
23797751,"['Mario M. Leitao', 'Carol L. Brown', 'Yukio Sonoda']"
23798338,['Thomas J Pugh']
23798353,"['Joe Y. Chang', 'Jack A. Roth', 'Stephen Swisher']"
23798388,"['Richard A. Larson', 'Michelle M. Le Beau']"
23798432,['Gabriel Lopez-Berestein']
23798675,['B. Douglas Smith']
23799288,['Cristiane Takita']
23800008,['Kevin Kim']
23800027,['Atif J. Khan']
23800050,['Adam Brufsky']
23800073,['Nadeem Riaz']
23800680,"['Vivek Subbiah', 'Cynthia E. Herzog']"
23800696,"['William P. Tew', 'Yukio Sonoda']"
23800847,"['Toni K. Choueiri', 'Guru Sonpavde', 'Neeraj Agarwal']"
23800934,['Charles S. Fuchs']
23801372,['Stephen M. Ansell']
23801633,"['William G. Wierda', 'Alessandra Ferrajoli', 'Hagop M. Kantarjian']"
23801749,['Nita Ahuja']
23801885,['Ravi Salgia']
23802738,"['Anas Younes', 'Maria Alma Rodriguez', 'Luis Fayad', 'Felipe Samaniego']"
23803690,['Roderich E. Schwarz']
23803692,['Jaffer A. Ajani']
23803709,"['Richard A. Larson', 'Hagop M. Kantarjian']"
23803722,"['Y. Nancy You', 'George J. Chang', 'Miguel A. Rodriguez-Bigas', 'Barry W. Feig']"
23804149,"['George J. Chang', 'Matthew H. G. Katz']"
23804248,['Anne M. Traynor']
23804308,"['John A. Ridge', 'Barbara Burtness']"
23805207,['Jedd D. Wolchok']
23805382,"['Paul B. Chapman', 'Luis A. Diaz', 'Evan J. Lipson']"
23806336,"[""Alan D. D'Andrea""]"
23806491,['Karen E. Knudsen']
23806499,['Susan F. Slovin']
23806501,"['Howard I. Scher', 'Michael J. Morris']"
23806524,['Noah M. Hahn']
23807552,['Alexander J. Lazar']
23807749,"['Prasad S. Adusumilli', 'Valerie W. Rusch']"
23807774,['Sai-Hong Ignatius Ou']
23808813,['Alessandra Ferrajoli']
23809054,['Taiga Nishihori']
23809055,['Lubomir Sokol']
23809231,"['Jeffrey N. Weitzel', 'Kenneth Offit', 'Fergus Couch']"
23809673,['Roohi Ismail-Khan']
23810245,['William G. Wierda']
23810431,['Mariana Chavez-MacGregor']
23810467,"['Sara M. Tolaney', 'Ursula A. Matulonis', 'Gini F. Fleming']"
23810482,['Steven R Alberts']
23810788,['George Wilding']
23811537,['Philip L. McCarthy']
23811619,"['Ana Aparicio', 'Christopher Logothetis']"
23811702,['Jingsong Zhang']
23811982,"['Gregory J. Riely', 'Paul K. Paik', 'Mark G. Kris', 'Jamie E. Chaft']"
23812018,"['Jeffrey Myers', 'Kevin Kim']"
23812490,"['Stephen M. Ansell', 'Thomas E. Witzig']"
23812671,['Keith Flaherty']
23812943,"['Farhad Ravandi', 'Elias Jabbour']"
23812955,['Paul E. Goss']
23813637,['Beatriz Korc-Grodzicki']
23814481,['Sridhar Ramaswamy']
23814487,['Jonathan E. Rosenberg']
23814496,['Larry Norton']
23814517,['Harry W. Herr']
23815907,['Jue Wang']
23815996,['Kenneth Cardona']
23816296,"['Julie E. Bauman', 'Barbara Burtness']"
23816526,['Guru Sonpavde']
23816960,['Lecia V. Sequist']
23816964,['Howard I. Scher']
23816967,['Lecia V. Sequist']
23817021,"['Yu Chen', 'Ping Chi', 'Howard I. Scher', 'Charles L. Sawyers']"
23817689,"['Christopher G. Wood', 'Nizar M. Tannir']"
23817974,['Patricia LoRusso']
23818573,['Karen E. Knudsen']
23819610,['Guru Sonpavde']
23819947,['Sai-Hong Ignatius Ou']
23820265,['Guillermo Garcia-Manero']
23820963,"['Howard I. Scher', 'George Wilding', 'Arif Hussain']"
23821538,"['James L. Abbruzzese', 'Thomas A. Aloia']"
23821659,"['William G. Wierda', 'Tait D. Shanafelt', 'Alessandra Ferrajoli']"
23822537,['Anas Younes']
23824624,['Joan L. Walker']
23824676,['Fergus Couch']
23824739,['Jack A. Roth']
23826077,['Marina Konopleva']
23826755,['Francisco J. Hernandez-Ilizaliturri']
23826776,['Tiffany A. Traina']
23828018,"['Matt E. Kalaycio', 'Mikkael A. Sekeres', 'Anjali S. Advani']"
23828092,['Deborah Schrag']
23828279,['Patrick Y. Wen']
23828498,['Robert Wesolowski']
23828723,['James B. Yu']
23829638,['Joe Y. Chang']
23829878,['Ronald S. Go']
23829890,"['Larry Norton', 'Mary Helen Hackney']"
23829891,"['Nancy U. Lin', 'Ian E. Krop', 'Eric P. Winer', 'Harold J. Burstein']"
23832012,['Mikkael A. Sekeres']
23832430,"['Stephen E. Sallan', 'Lewis B. Silverman']"
23833300,"['Bruce E. Johnson', 'Pasi A. Janne']"
23833302,['Patricia LoRusso']
23833308,"['Shaji Kumar', 'Joon H. Uhm', 'Donald W. Northfelt', 'Jan C. Buckner', 'Evanthia Galanis']"
23833564,['Jedd D. Wolchok']
23834234,['Thomas E. Witzig']
23835205,['Nadeem Riaz']
23835291,"['George Wilding', 'Glenn Liu']"
23835387,['Dennis C. Shrieve']
23835389,['Sarah E. Hoffe']
23835652,['Vernon K. Sondak']
23835710,"['Monica Morrow', 'Powel Brown', 'Kala Visvanathan']"
23835714,['Marshall R. Posner']
23836011,"['Julia S. Wong', 'Rinaa S. Punglia']"
23836481,['Jeffrey Myers']
23836561,"['Partow Kebriaei', 'Richard E. Champlin', 'Farhad Ravandi', 'Alessandra Ferrajoli', 'Hagop M. Kantarjian']"
23837480,"['Howard L. McLeod', 'Charles S. Fuchs']"
23837491,['William G. Wierda']
23837493,['Luis A. Diaz']
23838316,['Brian J. Czerniecki']
23838676,['Yu Chen']
23838908,['Kenneth Cardona']
23838911,['Brian J. Czerniecki']
23838920,"['Michael B. Atkins', 'Vernon K. Sondak', 'Jeffrey E. Gershenwald', 'Keith Flaherty']"
23838935,['Ann Klopp']
23839309,['Jeffrey Myers']
23840053,['Steven N. Hochwald']
23840350,['Charles Lu']
23840451,['Rafael Fonseca']
23840523,['Mario Sznol']
23840564,['Kenneth Offit']
23840605,['John C. Byrd']
23841470,['Bruce E. Johnson']
23841506,['Anjali S. Advani']
23841899,"['Timothy Call', 'Tait D. Shanafelt']"
23842041,['Andrew X. Zhu']
23842985,['Ronald C. Chen']
23842986,['Dean F. Bajorin']
23844053,"['Ravi Salgia', 'Everett E. Vokes', 'Parkash S. Gill']"
23844925,['Stephen B. Edge']
23845225,['Michael Carney']
23845614,['Cynthia E. Herzog']
23845841,"['Jaffer A. Ajani', 'Stephen Swisher']"
23846781,['Tina J. Hieken']
23847214,"['Harold J. Burstein', 'Lori J. Goldstein', 'Stephen B. Edge', 'Antonio C. Wolff', 'Steven J. Isakoff']"
23847215,['Elizabeth M. Jaffee']
23847217,"['Sumanta K. Pal', 'Elizabeth R. Plimack']"
23847240,"['Brian M. Wolpin', 'Charles S. Fuchs']"
23849563,"['Francine M. Foss', 'Lynn D. Wilson']"
23850216,['Cristiane Takita']
23850550,['Shi-Ming Tu']
23851609,['Brian J. Czerniecki']
23852636,"['Vinod Ravi', 'Shreyaskumar Patel']"
23853209,['Saundra S. Buys']
23853246,['Lajos Pusztai']
23855994,['Charis Eng']
23856401,"['Lisa Diller', 'Leslie L. Robison']"
23856554,"['Renuka V. Iyer', 'Alok A. Khorana']"
23856591,['Rafael Fonseca']
23857398,"['Gregory J. Riely', 'Paul K. Paik', 'Mark G. Kris', 'Jamie E. Chaft']"
23857706,"['Patrick Y. Wen', 'David A. Reardon']"
23859704,['Charles M. Rudin']
23860007,['Usha Malhotra']
23860199,"['Robert G. Maki', 'George D. Demetri', 'Margaret von Mehren', 'Martin McCarter']"
23860252,"['Jaffer A. Ajani', 'Stephen Swisher']"
23860642,"['George Wilding', 'Anne M. Traynor', 'Glenn Liu']"
23861037,['Sara I. Pai']
23861158,"['Stephen E. Sallan', 'Lewis B. Silverman']"
23861747,['Heinz-Josef Lenz']
23863356,['Christina Chu']
23863523,['Richard J. Lee']
23863582,['Yasutaka Takinishi']
23863691,"['Emmanuel S. Antonarakis', 'Phuoc T. Tran']"
23863899,"['Wilson I. Gonsalves', 'Shaji Kumar', 'Morie A. Gertz', 'Martha Lacy', 'Angela Dispenzieri', 'Suzanne R. Hayman']"
23864790,['Yuan Yuan']
23865076,['Nitin Jain']
23867058,"['Michael R. Grever', 'John C. Byrd']"
23867123,['Steven G. DuBois']
23867211,['Edwin Choy']
23867470,['Richard M. Stone']
23867510,['Robert J. Motzer']
23867513,['Toni K. Choueiri']
23867519,['Sumanta K. Pal']
23868188,['Erica L. Mayer']
23868456,['Scott Kopetz']
23868898,['Paul G. Richardson']
23870420,['Neeraj Agarwal']
23871161,['Leonard B. Saltz']
23871402,['Paul Russo']
23871417,"['Neeraj Agarwal', 'Paul Monk', 'Amir Goldkorn']"
