pmid,HGNC
22701615,KDR
22704464,DNMT1
22704583,ACTG1
22704583,DNMT1
22705720,SDHB
22706628,ESR1
22706867,KRAS
22706867,BRAF
22706871,BRAF
22706966,MTOR
22706966,AKT1
22707078,ATM
22707078,CTLA4
22707387,PGR
22710038,MET
22710436,AR
22710576,CALR
22710576,ARID1A
22710963,IDH2
22710963,BRAF
22711054,CTLA4
22715122,BCR
22717916,ACTG1
22718300,EPCAM
22718300,CTLA4
22718493,CTLA4
22718548,CIC
22718548,IDH2
22719901,ESR1
22722193,HGF
22722193,KMT2A
22722193,MUTYH
22722193,CYP19A1
22722193,CBFB
22722202,EGFR
22722202,CBFB
22722202,AKT1
22722449,CTLA4
22722787,EGFR
22722792,AKT1
22722794,ALK
22722829,CREBBP
22722829,CTNNB1
22722839,PTEN
22722839,KDM6A
22722839,ERG
22722839,KMT2A
22722839,AR
22722843,KRAS
22722843,ABL1
22722843,BRAF
22722843,EGFR
22723080,BRAF
22723080,PTEN
22723427,MTOR
22726546,AKT1
22727691,DNMT1
22727996,KIT
22727996,BRAF
22729394,BRCA1/2
22729783,GATA3
22729783,ACTG1
22730307,CYP19A1
22730461,ACTG1
22732837,MET
22732837,DNMT1
22733536,EGFR
22734072,FLT1
22735335,CALR
22735384,BRAF
22735571,FLT1
22736296,BRCA1/2
22736407,MET
22736498,PGR
22736498,ESR1
22736790,ERG
22737091,KMT2A
22737091,IDH2
22738777,BCR
22740450,ESR1
22742438,ARID1B
22742646,IGF1
22742646,MTOR
22742652,ESR1
22743337,MET
22743337,TERT
22745469,CTLA4
22747104,RASA1
22747104,DNMT1
22749255,ACTG1
22750975,KRAS
22751098,EGFR
22751098,MET
22751098,AXL
22751283,RASA1
22751462,EGFR
22751462,MET
22751468,MET
22751468,DNMT1
22752247,ERBB2
22752247,FAT1
22752645,CTLA4
22753008,BRCA1/2
22753228,CTLA4
22753228,PDGFB
22753230,MTOR
22753230,PTEN
22753230,AKT1
22753310,AR
22753496,PTEN
22753589,KRAS
22753589,BRAF
22753750,CALR
22753902,CEBPA
22753902,NPM1
22753902,CTLA4
22753902,FLT1
22753910,CTLA4
22759093,ERBB2
22759093,ARID1A
22759480,VEGFA
22759480,MTOR
22759480,SOS1
22760066,CALR
22760066,ACTG1
22761272,IGF1
22761469,KRAS
22761469,ALK
22761469,AKT1
22761469,EGFR
22761469,BRAF
22761473,RUNX1T1
22761704,ESR1
22761704,CTLA4
22761704,DNMT1
22762401,NR4A3
22763439,MET
22763439,BRAF
22763439,SOS1
22763439,AKT1
22764137,KIT
22764137,PDGFRA
22766791,ERG
22767670,REST
22768030,BRCA1/2
22768030,NR4A3
22770218,CTLA4
22770876,IGF1
22770876,KIT
22770876,PDGFRA
22771033,BRCA1/2
22771484,DDIT3
22772063,REST
22773603,IDH2
22773603,DNMT1
22773603,KDM6A
22773603,HGF
22773603,CBL
22773664,ERBB2
22773664,CTLA4
22773664,PTEN
22773664,AKT1
22773798,MTOR
22773810,EGFR
22773810,BRAF
22773810,KRAS
22774206,ATM
22775314,PGR
22775314,CTLA4
22775507,VEGFA
22776561,VEGFA
22776721,DNMT1
22778154,BRCA1/2
22778320,VEGFA
22785211,MTOR
22785211,AKT1
22785409,DNMT1
22787122,PDGFRA
22787122,IGF1
22787122,AKT1
22788688,CTLA4
22791365,CYP19A1
22791882,FH
22791882,RB1
22796461,VEGFA
22796461,MET
22797357,MTOR
22798288,KIT
22798288,GNAQ
22798288,BRAF
22799432,RTEL1
22800091,DDIT3
22800944,FAT1
22801961,CTLA4
22801963,FANCA
22805292,BRAF
22805310,FANCA
22805310,ACTG1
22806877,EGFR
22806981,VEGFA
22806981,CTLA4
22806981,BRCA1/2
22808955,ESR1
22809251,KIT
22809251,BRAF
22810899,EGFR
22810899,KRAS
22812189,PTEN
22812189,AKT1
22812491,RB1
22812491,RUNX1T1
22812534,ESR1
22815530,DNMT1
22815703,PGR
22817889,BRAF
22817889,RB1
22817889,AKT1
22817890,RARA
22818130,AKT1
22820256,KMT2A
22820256,BCOR
22820256,PTCH1
22820256,CTNNB1
22821383,IDH2
22821383,KRAS
22821383,PDGFRA
22821383,AKT1
22821383,EGFR
22821383,MET
22821383,BRAF
22821817,AR
22821817,PTEN
22821817,AKT1
22821997,MTOR
22825583,BRCA1/2
22825585,KRAS
22825585,BRAF
22826226,NR4A3
22826271,ESR1
22826271,PGR
22826466,ERBB2
22826466,VEGFA
22826466,MTOR
22826466,FAT1
22826564,CALR
22826565,MTOR
22826565,AKT1
22829200,CALR
22829200,PTEN
22829200,SDHB
22831987,PGR
22831987,VEGFA
22832581,MYC
22832583,KMT2A
22832583,PTCH1
22832583,CTNNB1
22835482,MET
22835482,DNMT1
22836752,CDKN2A
22836913,DNMT1
22837432,ESR1
22837432,AR
22840368,KRAS
22840368,BRAF
22840368,IGF1
22840785,EGFR
22841288,DNMT1
22842126,MET
22842228,BRAF
22842228,AKT1
22843421,BRCA1/2
22843789,DNMT1
22844540,EGFR
22844540,CTLA4
22844540,EPCAM
22846621,NR4A3
22846866,MET
22846866,MTOR
22848094,MTOR
22848499,FH
22850568,BRAF
22851551,SMO
22851568,MET
22851568,CALR
22853014,CYP19A1
22853816,CTLA4
22855426,MET
22855426,CTLA4
22855599,NPM1
22855599,CTLA4
22855599,DNMT1
22855599,FLT1
22857756,ESR1
22857756,BRD4
22859399,ESR1
22859399,NR4A3
22859607,SRC
22859716,CALR
22865153,ARID1B
22867894,CALR
22867897,CALR
22868240,PGR
22868240,ESR1
22868341,KDR
22868367,MET
22868367,FEV
22869205,ATRX
22869205,CIC
22869205,IDH2
22869869,NF2
22869869,ATR
22869883,CTLA4
22871467,ESR1
22872575,MTOR
22873358,PGR
22874607,VEGFA
22875023,ESR1
22875023,SMO
22875023,GLI1
22875023,AKT1
22875080,REST
22875630,CTLA4
22875708,ESR1
22877847,VEGFA
22878749,EGFR
22878889,ESR1
22878889,EGFR
22878889,CYP19A1
22879926,CTLA4
22879926,BRAF
22879957,ESR1
22883017,DNMT1
22885469,EGFR
22885865,PGR
22885865,KDR
22885866,BCR
22886559,EGFR
22886559,RTEL1
22886559,TERT
22887831,PGR
22888567,PGR
22888567,ESR1
22889855,BRCA1/2
22890779,ESR1
22890783,RTEL1
22890783,FAT1
22892430,ESR1
22892521,IDH2
22892521,BRAF
22892521,PTEN
22893484,FH
22893484,ACTG1
22893631,PGR
22893631,CTLA4
22894899,IGF1
22894899,AKT1
22895070,MTOR
22895070,AKT1
22895138,NR4A3
22896003,AKT1
22896669,EGFR
22897847,BCR
22897847,ABL1
22897847,PDGFRB
22897847,EPOR
22897847,SH2B3
22897847,FLT1
22898373,FANCA
22898384,ARID1A
22899293,EGFR
22900962,CTLA4
22901567,MET
22902993,PTEN
22902993,AKT1
22905187,KIT
22905207,CBL
22905207,KIT
22905207,DNMT1
22905207,IDH2
22907596,PGR
22907806,EGFR
22907806,AKT1
22907887,HRAS
22908275,EGFR
22911334,NR4A3
22911334,RTEL1
22911631,RB1
22911669,APC
22911754,ESR1
22911754,SRC
22911754,MYC
22911754,AKT1
22912389,BRCA1/2
22912393,BCR
22912393,ABL1
22912393,CTLA4
22912393,HLA-C
22914439,MTOR
22915053,VEGFA
22915053,DNMT1
22915637,BCR
22915637,ABL1
22915761,ACTG1
22917716,DNMT1
22918422,CTLA4
22919003,CALR
22919003,CTLA4
22920955,MET
22921015,ESR1
22921233,CALR
22922211,CTLA4
22922531,MET
22922872,IDH2
22923329,CTLA4
22923433,MTOR
22923501,CALR
22924433,DNMT1
22926059,CTLA4
22926059,APC
22926341,ESR1
22926341,EGFR
22926690,ERBB2
22927667,EGFR
22927667,CTLA4
22927667,AKT1
22928480,MTOR
22928480,AR
22928480,AKT1
22929310,FANCA
22929980,ESR1
22929980,DDIT3
22929980,MYC
22930283,KRAS
22930283,BRAF
22930283,BCL9
22930388,EGFR
22930388,IDH2
22930388,PTEN
22931316,KMT2A
22932669,PTEN
22932669,AKT1
22932796,IGF1
22933703,ESR1
22933703,MTOR
22933703,GNAS
22936666,KIT
22940489,BRCA1/2
22940489,DNMT1
22941163,FAT1
22941188,KMT2A
22941188,CREBBP
22941188,RB1
22941188,PTEN
22941225,IDH2
22941561,CTLA4
22943879,SDHB
22944294,CTLA4
22944294,FH
22947271,DNMT1
22948836,ESR1
22949149,DNMT1
22949154,SRC
22949154,ABL1
22949154,BCR
22950385,CALR
22951749,NR4A3
22952195,AR
22952422,VEGFA
22952422,EGFR
22952422,MTOR
22952422,MYC
22952427,REST
22952427,AMER1
22952427,CTNNB1
22954004,KRAS
22954004,GNAS
22954507,ALK
22955521,SDHD
22955521,PDGFRA
22955521,SDHC
22955521,SDHA
22955521,KIT
22955521,SDHB
22955915,ESR1
22955915,DDIT3
22956068,PGR
22956068,ERBB2
22956068,ESR1
22956506,ESR1
22956644,EGFR
22957056,ATR
22957400,PGR
22957400,ESR1
22957815,ACTG1
22958571,EGFR
22958934,MTOR
22958934,PTEN
22959332,RASA1
22959332,MET
22961325,CTLA4
22961325,DNMT1
22961667,EGFR
22961714,FAT1
22962422,PTEN
22962422,AKT1
22962439,VEGFA
22962439,MAX
22963500,VEGFA
22963661,MAX
22963676,DNMT1
22965162,VEGFA
22965162,CTLA4
22965162,KDR
22965939,SDHD
22965939,SDHB
22965955,MUTYH
22965955,KMT2A
22965955,RUNX1T1
22965964,FLT1
22966020,PRKAR1A
22966020,CTLA4
22966020,DNMT1
22966169,CREB1
22968073,DNMT1
22968184,MTOR
22968184,AKT1
22968454,FH
22968454,AKT1
22968692,ALK
22968906,GLI1
22971343,AR
22971345,RET
22972589,BRAF
22973057,CTLA4
22973058,ESR1
22974104,PDGFRA
22974104,SDHA
22974104,KIT
22974104,SDHB
22975165,CTLA4
22975165,HLA-C
22975348,ESR1
22975348,DNMT1
22976474,ESR1
22977190,CTLA4
22978346,MTOR
22978346,AKT1
22978685,RTEL1
22980975,EGFR
22980976,KRAS
22980976,CALR
22980976,ALK
22980976,SOS1
22980976,RELN
22982648,MET
22982887,CREB1
22983396,BRAF
22984076,CTLA4
22984076,ACTG1
22985196,DNMT1
22985411,AR
22985814,DNMT1
22986101,FH
22986737,MTOR
22987078,CEBPA
22987078,NPM1
22987078,FLT1
22987084,MET
22987084,CTLA4
22987085,CYLD
22989520,FH
22989520,PTEN
22989574,MET
22989574,CALR
22989574,ALK
22990204,PTEN
22990204,MTOR
22990204,AKT1
22990204,EGFR
22990204,CTLA4
22990204,FH
22990758,CTLA4
22993403,AR
22994502,MTOR
22994502,AKT1
22996231,CTLA4
22996231,FLT1
22997239,BRAF
23000081,MET
23001181,CTLA4
23001181,MYC
23001911,ESR1
23001911,CTLA4
23006950,DDIT3
23007710,EGFR
23008309,CYP19A1
23008334,CTLA4
23009727,MAX
23009727,RET
23010502,VEGFA
23010502,RTEL1
23010502,SOS1
23010502,SDHB
23010717,CD79A
23010736,CTLA4
23011120,VEGFA
23011120,DNMT1
23011120,HGF
23011509,BRCA1/2
23011589,CALR
23011589,CTLA4
23012326,CTLA4
23012328,MET
23012328,FLT1
23013327,RTEL1
23013465,VEGFA
23013619,VEGFA
23014527,EGFR
23014527,KRAS
23014737,PGR
23017819,SDHB
23018644,DDIT3
23018644,MYC
23020132,BRAF
23020297,CYP19A1
23022172,PRKAR1A
23024113,NR4A3
23025533,RTEL1
23025947,DNMT1
23026110,MET
23026827,ESR1
23028521,ERG
23028939,MET
23028939,EIF4E
23029298,PTEN
23032628,FAT1
23032743,CTLA4
23032743,ACTG1
23032745,CTLA4
23036488,FH
23036488,FLT1
23036577,VHL
23038615,EGFR
23038615,ERBB2
23040004,DNMT1
23040219,MET
23042099,RTEL1
23043326,AR
23043862,INSR
23045577,BTK
23045613,CTLA4
23047821,RTEL1
23047824,ATM
23047824,MAX
23047824,MYC
23047891,IGF1
23047891,INSR
23047891,AKT1
23049789,MUTYH
23049789,BRAF
23049838,MET
23049924,MAX
23051966,BRAF
23052253,ERG
23052255,KRAS
23052255,CALR
23052255,ALK
23052255,EGFR
23052255,RET
23052255,BRAF
23052255,AR
23052406,BCR
23053255,MAX
23053262,VEGFA
23053399,MAX
23053651,ESR1
23053651,PGR
23053740,KRAS
23053740,BRAF
23053740,APC
23054107,MET
23054107,CTLA4
23054118,DNMT1
23054135,EGFR
23054135,IGF1
23054208,VEGFA
23054208,MST1R
23054208,AXL
23054208,MET
23054208,KIT
23054208,KDR
23054243,BRCA1/2
23057939,VEGFA
23057939,KDR
23058743,KRAS
23058743,BRAF
23058743,HRAS
23059047,ABL1
23059782,PGR
23061343,CTLA4
23063071,MET
23063195,MET
23063585,FANCD2
23063585,FANCA
23063585,BRCA1/2
23063761,BLM
23063761,HGF
23064404,MET
23064958,MAX
23065395,ACTG1
23065656,MET
23065691,KRAS
23066039,PGR
23066039,KRAS
23066039,MTOR
23066039,AKT1
23066114,PTEN
23066397,MUTYH
23067398,SDHB
23069748,DNMT1
23071272,FLT1
23071490,KRAS
23071577,EPHA3
23072775,CTLA4
23073330,CTLA4
23073330,ALK
23073759,EGFR
23074281,IDH2
23075701,DNMT1
23076627,REST
23076627,PRKAR1A
23077520,ATM
23077520,MTOR
23079661,KMT2A
23079661,MYC
23079661,FLT1
23082003,KRAS
23082003,MTOR
23082003,PTEN
23082003,AKT1
23082884,MET
23083501,VEGFA
23083501,MET
23084596,DNMT1
23085463,CTLA4
23086583,BRCA1/2
23086695,EGFR
23086753,REST
23086753,RTEL1
23086776,CTLA4
23087408,DNMT1
23090078,CTLA4
23090078,PRKAR1A
23090079,CTLA4
23090888,BCR
23090888,ABL1
23091101,CTLA4
23091115,EGFR
23091115,AKT1
23091115,AXL
23092383,DNMT1
23092383,ARID1A
23092873,NF2
23092874,PTEN
23092874,AKT1
23093251,AR
23093559,ATM
23094721,KRAS
23094721,BRAF
23094721,AKT1
23095323,BRAF
23096929,ESR1
23097687,CTLA4
23098114,MET
23100311,CEBPA
23100512,CTLA4
23101443,DNMT1
23102755,DNMT1
23102837,MET
23102837,DNMT1
23103085,BCR
23103855,BRCA1/2
23103869,KMT2A
23103869,KRAS
23103869,ATM
23103869,HGF
23104301,NR4A3
23105141,PGR
23105141,APC
23106397,EGFR
23106397,IGF1
23107779,BCR
23107779,ABL1
23107779,KMT2A
23107779,CTLA4
23107779,FLT1
23108119,SMO
23108119,CYLD
23108119,PTCH1
23108138,GATA3
23108138,BRCA1/2
23108247,BRAF
23109092,GLI1
23109135,IGF1
23109135,PDGFRA
23109135,SDHC
23109135,SDHA
23109135,KIT
23109135,SDHB
23109653,IDH2
23109697,BCR
23109697,ABL1
23111861,EPCAM
23113752,ATM
23113752,BRAF
23113752,ACTG1
23114504,KIT
23114578,CTLA4
23115106,FLT1
23116461,RELN
23117267,DNMT1
23117858,ESR1
23118856,CTLA4
23121619,BCR
23122052,APC
23122536,DNMT1
23124520,APC
23125011,ESR1
23125191,EGFR
23127201,BCR
23128843,MTOR
23129738,CTLA4
23129741,MET
23130928,CTLA4
23132533,PTEN
23132946,KMT2A
23134356,BRAF
23134473,CTLA4
23135095,DNMT1
23135578,ESR1
23135578,DNMT1
23137719,DDIT3
23142955,DNMT1
23143001,CTLA4
23143218,VEGFA
23143218,KDR
23143283,DNMT1
23144197,RARA
23146413,RTEL1
23147462,RARA
23147462,KMT2A
23147994,CTLA4
23147994,NBN
23149465,CYP19A1
23149913,VEGFA
23149913,MTOR
23149916,AR
23149920,AKT1
23150683,DNMT1
23150704,ARID1B
23150720,DNMT1
23151215,PGR
23151647,EGFR
23151647,DNMT1
23151808,SRC
23153539,BRAF
23154075,MET
23154394,CALR
23154547,EGFR
23154547,KRAS
23154547,BRAF
23154547,ALK
23154552,EGFR
23154552,ALK
23154553,EGFR
23154553,KRAS
23158187,PTEN
23158478,ESR1
23159591,APC
23160462,MUTYH
23160462,KIT
23160462,CBFB
23160468,CTLA4
23161335,EGFR
23163568,ESR1
23165478,RIT1
23165478,CTLA4
23165893,BRCA1/2
23165953,MET
23166678,ACTG1
23166678,AKT1
23169503,CTLA4
23169517,MET
23171796,MTOR
23171796,BRAF
23172312,EGFR
23172312,IGF1
23172881,EGFR
23176331,ESR1
23177514,VEGFA
23177514,MET
23178811,YAP1
23178811,AXIN1
23178811,APC
23179336,PGR
23179337,VEGFA
23179489,BCR
23179792,BRCA1/2
23180869,NR4A3
23181448,KIT
23182391,KRAS
23182756,DNMT1
23183631,DNMT1
23184079,CYP19A1
23185353,ESR1
23185371,GLI1
23185517,MTOR
23185517,AKT1
23186780,BRAF
23187126,APC
23192780,ACTG1
23193950,CTLA4
23194022,CTLA4
23194056,ESR1
23196793,KRAS
23196793,ALK
23196793,AKT1
23196793,EGFR
23196793,BRAF
23196957,REST
23197186,BCR
23197335,BCR
23197571,EGFR
23199899,CTLA4
23199899,AKT1
23200175,KRAS
23200321,EGFR
23200321,PTEN
23200321,AKT1
23200915,PPARG
23201126,MITF
23201592,MET
23202046,DNMT1
23204129,BCR
23204129,CALR
23204129,ATM
23204129,ABL1
23204129,ATR
23204129,CTLA4
23204132,VEGFA
23204132,BRAF
23204132,ACTG1
23204132,MYC
23204236,KRAS
23205811,DNMT1
23207045,MET
23207793,BRAF
23209030,CTLA4
23211220,PGR
23211225,CALR
23211227,REST
23212519,CUX1
23212523,BCR
23212523,ABL1
23212523,FLT1
23212603,MET
23212762,KDR
23213007,ERBB2
23213007,FAT1
23213055,ESR1
23213094,VEGFA
23213094,MST1R
23213094,MET
23213094,AXL
23215722,MTOR
23218073,ACTG1
23218073,DNMT1
23218766,ESR1
23218766,ERBB2
23219378,VHL
23219378,VEGFA
23219378,MTOR
23219378,AKT1
23219378,MET
23219378,NR4A3
23220842,PGR
23220842,ESR1
23221385,FH
23221387,CALR
23221787,RTEL1
23221792,ESR1
23222275,DNMT1
23222281,DNMT1
23222531,RASA1
23223962,ESR1
23223962,KDR
23225251,PRKAR1A
23226204,NR4A3
23228035,AKT1
23229200,MET
23229200,CALR
23229801,KIT
23231005,PGR
23231005,BRCA1/2
23231005,ESR1
23231950,VEGFA
23231950,NTRK1
23231950,EGFR
23231950,RET
23231950,KDR
23232491,MET
23232491,KDR
23232807,CTLA4
23232855,PDGFRA
23233042,INSR
23233526,EGFR
23233526,MTOR
23233573,CTLA4
23233573,PRKAR1A
23233716,BRCA1/2
23233719,CYP19A1
23233719,MTOR
23233738,VEGFA
23233738,SRC
23233738,AKT1
23234514,CTLA4
23234624,MET
23237560,MYC
23238037,EGFR
23238913,DNMT1
23239909,KIT
23240881,BCR
23240881,DNMT1
23242420,CALR
23242420,ACTG1
23242442,EGFR
23242442,KRAS
23242585,PGR
23242614,ESR1
23242614,PGR
23243017,CTLA4
23243017,FH
23243017,MTOR
23243017,AKT1
23244066,PGR
23245211,ESR1
23246022,FANCC
23246288,PTEN
23246288,AKT1
23247629,REST
23248156,PGR
23248156,KRAS
23248156,MTOR
23248156,AKT1
23248156,BRAF
23248257,PGR
23248257,BRAF
23251002,PTEN
23251002,KRAS
23251002,AKT1
23251002,EGFR
23251002,BRAF
23251617,EGFR
23251617,KDR
23254265,EGFR
23255213,ACTG1
23255213,PDGFRA
23255607,CTLA4
23256610,NR4A3
23257359,AR
23257362,BRCA1/2
23257422,CEBPA
23257422,IDH2
23257422,KIT
23257422,NPM1
23257422,FLT1
23258046,FAT1
23260327,MTOR
23260327,PTEN
23260327,AKT1
23264394,KRAS
23264394,RET
23264394,HRAS
23264394,NTRK1
23264653,FANCA
23264653,CTLA4
23266723,ESR1
23269703,BRCA1/2
23269987,CTLA4
23269987,DNMT1
23270946,MET
23271195,BCR
23271195,ABL1
23272972,IGF1
23272972,AKT1
23273605,BRAF
23273921,PGR
23274395,PGR
23274635,CTLA4
23275006,SRC
23275006,AKT1
23277769,NR4A3
23277772,MET
23278639,DDIT3
23278720,ESR1
23280244,ALK
23280333,FAT1
23281199,DNMT1
23283986,AKT1
23284037,ESR1
23284688,CTLA4
23285118,IGF1
23285118,RB1
23287564,DNMT1
23287880,MET
23288508,CTLA4
23288701,MET
23289975,MET
23290787,BRAF
23291065,CALR
23291299,SMO
23291299,GLI1
23291299,ACTG1
23291658,ESR1
23292310,VEGFA
23292310,KDR
23292937,CTLA4
23292937,MTOR
23295344,FH
23295344,DNMT1
23295781,NR4A3
23295781,MAF
23295790,CTLA4
23295790,RTEL1
23295941,DNMT1
23295945,CTLA4
23295945,PRKAR1A
23297719,ESR1
23297721,EGFR
23298073,GATA3
23298836,EGFR
23298836,MET
23300029,VEGFA
23300537,SRC
23300537,IGF1
23300537,INSR
23300537,AKT1
23303140,DNMT1
23303142,DNMT1
23306905,ESR1
23307252,DNMT1
23307532,RTEL1
23307859,CTLA4
23307859,BRAF
23308046,SRC
23308046,PDGFB
23310949,PGR
23312237,MTOR
23312463,VEGFA
23313065,CTLA4
23314725,DNMT1
23314737,SRC
23314737,MAX
23315164,ACTG1
23315164,MYC
23315164,DNMT1
23316728,CTLA4
23317558,DNMT1
23317774,KDR
23318257,BCR
23319691,MET
23321256,CTLA4
23322747,DNMT1
23325837,CEBPA
23325837,NPM1
23325837,MET
23325841,FH
23328486,KRAS
23328486,MET
23328547,EGFR
23328547,CALR
23328547,BRAF
23329066,PGR
23329648,SRC
23331085,ESR1
23332287,EGFR
23332287,MTOR
23332287,AKT1
23332604,APC
23333711,CYLD
23333777,CTLA4
23334251,PGR
23334251,VEGFA
23334251,RB1
23334251,AXL
23334251,ESR1
23334251,EGFR
23334666,ATRX
23334666,MYCN
23334666,ALK
23334667,SMO
23334667,AKT1
23334668,IKZF3
23334668,RB1
23335089,VEGFA
23335089,IGF1
23337756,AR
23337762,MET
23337762,KDR
23337915,DNMT1
23338762,KMT2D
23339185,AKT1
23340292,RASA1
23340292,ACTG1
23340294,CTLA4
23340303,PGR
23340303,VEGFA
23340303,ESR1
23341341,PGR
23341341,ESR1
23341526,EGFR
23342270,SRC
23343832,CTLA4
23344159,DNMT1
23344712,KIT
23345608,ACTG1
23348745,EGFR
23348745,MET
23348745,RB1
23348745,PTEN
23348793,CTLA4
23349252,ESR1
23349309,KMT2A
23349309,CTLA4
23349640,RTEL1
23350355,VEGFA
23350355,SRC
23350889,FH
23353714,NR4A3
23354032,MAX
23354438,FAT1
23354848,BRAF
23355076,ACTG1
23356747,MET
23356747,BCR
23357610,MET
23357973,MTOR
23357973,AKT1
23358426,BRAF
23358469,BRD4
23358469,MTOR
23358469,AKT1
23358469,MYC
23358469,AR
23358650,VEGFA
23358936,IDH2
23358971,CYP19A1
23359207,MET
23359207,SOS1
23360303,XIAP
23360303,ESR1
23360303,CALR
23360303,AKT1
23360303,BTK
23360303,CTLA4
23360303,FH
23360994,SRC
23361621,SRC
23362217,CTLA4
23362217,APC
23362240,ESR1
23362240,BRAF
23362324,VEGFA
23362324,CTLA4
23362324,KDR
23362324,IGF1
23363271,FH
23363271,ARID1A
23363814,VEGFA
23363814,EGFR
23363814,PTEN
23364298,MET
23364532,EGFR
23364532,KRAS
23364532,MET
23364532,ALK
23365119,EGFR
23365119,BRAF
23365134,YY1
23369684,VEGFA
23369684,MTOR
23369684,BRAF
23369684,AKT1
23369685,RASA1
23370315,EGFR
23370315,ALK
23371447,AR
23371521,SRC
23371521,KIT
23371521,IGF1
23371797,HGF
23371856,KRAS
23371856,ALK
23371856,AKT1
23371856,EGFR
23371856,BRAF
23372733,ALB
23373524,FH
23375642,PGR
23375642,ESR1
23375764,MET
23376854,MET
23376854,FLT1
23377564,MET
23377665,CTLA4
23377665,PRKAR1A
23378057,CTLA4
23378235,ACTG1
23378343,DROSHA
23378343,FANCA
23378476,AKT1
23378641,MTOR
23378641,AKT1
23380277,BCR
23380277,ABL1
23380277,LYN
23380342,CTLA4
23381743,ESR1
23381743,BRCA1/2
23382471,FH
23382923,ESR1
23384718,VEGFA
23384718,PTEN
23384718,HRAS
23384718,MTOR
23384718,AKT1
23384718,EGFR
23385613,FLT1
23386643,AR
23386643,PTEN
23386689,MET
23386689,SOS1
23386691,SDHB
23387315,EGFR
23388458,XIAP
23388504,MET
23388557,ESR1
23388652,DNMT1
23389507,ESR1
23391119,RET
23391413,IDH2
23391413,KRAS
23391413,EGFR
23391413,MET
23391413,BRAF
23391555,PGR
23391555,KRAS
23391555,ERBB2
23391718,DNMT1
23392336,ESR1
23393007,CYP19A1
23393007,DNMT1
23396049,ARID1A
23396213,CTLA4
23399955,PTEN
23399959,FANCD2
23399959,ATM
23399959,BRCA1/2
23399959,ATR
23399959,FANCA
23400451,VEGFA
23400451,KRAS
23400546,MET
23400546,CALR
23400546,ALK
23400733,MET
23401071,AXL
23401235,ESR1
23401433,EGFR
23401433,ALK
23401443,ESR1
23401443,EGFR
23401443,ALK
23401445,CALR
23401445,RET
23401445,BRAF
23401453,VEGFA
23401454,BRAF
23401458,MET
23401458,SOS1
23402902,DNMT1
23403628,PGR
23403628,VEGFA
23403628,KIT
23403628,KDR
23403632,EGFR
23403635,KRAS
23404751,RET
23404751,BRAF
23406027,BRAF
23406555,CYP19A1
23406555,MTOR
23406555,AKT1
23407558,EGFR
23407561,MTOR
23407561,AKT1
23408298,MTOR
23408298,AKT1
23408862,MET
23408862,MAX
23410128,RB1
23410128,AR
23410128,PTEN
23411383,EGFR
23412907,FAT1
23414765,FH
23414765,RTEL1
23414767,MET
23414988,VEGFA
23415222,HGF
23416859,BCR
23417696,MET
23417921,CTLA4
23418001,FAT1
23418309,AR
23418309,PTEN
23418523,EGFR
23418523,MET
23418523,IGF1
23418523,AKT1
23418626,CTLA4
23421588,RET
23422081,ESR1
23422081,ACTG1
23422093,EGFR
23422093,MTOR
23423747,MET
23425564,CYP19A1
23426184,VEGFA
23426338,ESR1
23426338,NR4A3
23428286,BRCA1/2
23428950,NR4A3
23429737,ERBB2
23430121,EGFR
23430121,CTLA4
23430224,DNMT1
23431389,NPM1
23431389,FLT1
23432625,GNAQ
23432625,BRAF
23432645,RECQL4
23432698,VEGFA
23433400,ERBB2
23433400,EGFR
23433400,ATM
23433400,CTLA4
23433636,MTOR
23433636,AKT1
23433970,NR4A3
23434221,GATA3
23434733,GNAQ
23435170,CTLA4
23435217,PGR
23435217,EGFR
23436283,KIT
23436614,DNMT1
23436795,MTOR
23436799,KRAS
23436801,KRAS
23436801,MTOR
23436801,AKT1
23436801,ATM
23436801,ATR
23437140,AKT1
23437141,FLT1
23437141,AKT1
23437362,IGF1
23437362,MTOR
23437362,AKT1
23437853,ARID1A
23438035,IDH2
23438035,PDGFRA
23438383,KIT
23438383,GNAQ
23438383,BRAF
23439752,NPM1
23439752,CTLA4
23439752,FLT1
23440662,ATM
23440662,KIT
23441761,AR
23442043,FLT1
23442067,ESR1
23442067,MTOR
23442067,AKT1
23442321,MET
23442321,CTNNB1
23442818,MET
23444215,PGR
23444215,EGFR
23444215,BRAF
23444215,AKT1
23444216,VEGFA
23444225,DNMT1
23444228,MET
23444229,CTLA4
23446638,PTEN
23447565,BRAF
23447565,MITF
23449635,DDIT3
23449635,MYC
23450703,FAT1
23451189,SRC
23452648,CYP19A1
23452820,FH
23453646,EGFR
23455713,FANCA
23455713,CTLA4
23456555,BRCA1/2
23456555,DNMT1
23456762,MET
23457002,HRAS
23457002,BRAF
23457028,MET
23457487,DNMT1
23457577,VEGFA
23457577,SRC
23460378,ARID1A
23460532,ESR1
23460532,CTLA4
23460533,CTLA4
23460535,CTLA4
23460709,EGFR
23460714,EGFR
23460714,MET
23460714,KRAS
23460897,RUNX1T1
23462419,CTLA4
23462536,GATA3
23462536,MET
23462853,PGR
23462853,ESR1
23462921,EGFR
23462921,FLT1
23463215,ESR1
23463215,EGFR
23463215,MTOR
23463215,BRAF
23463659,EGFR
23463720,MET
23464690,BRCA1/2
23465143,MET
23465280,IGF1
23466651,KIT
